transaction_id	customer_id	branch_location	transaction_timestamp	transaction_type	fee_type	fee_amount_usd_str	is_reversed_flag	reversal_reason	reversal_date_str	policy_version
TRX_000907	CUST_01692	FORT HOOD GATE	2024-01-01 03:38:02	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000908	CUST_00168	FORT HOOD GATE	2023-05-18 19:31:13	ATM_WITHDRAWAL	NSF	$34.00	1	FRAUD_CLAIM	2023-05-23	V1_STRICT
TRX_000909	CUST_01982	KILLEEN MAIN	2023-01-13 22:44:07	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000910	CUST_00925	KILLEEN MAIN	2023-02-10 16:05:50	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000911	CUST_00770	KILLEEN MAIN	2023-10-28 02:55:48	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000912	CUST_01111	FORT HOOD GATE	2023-03-28 12:04:45	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V1_STRICT
TRX_000913	CUST_00898	TEMPLE HWY	2023-03-25 13:55:48	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000914	CUST_01340	FORT HOOD GATE	2023-12-04 07:11:11	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000915	CUST_01633	TEMPLE HWY	2023-09-02 04:54:15	BILL_PAY	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000916	CUST_00319	KILLEEN MAIN	2023-07-21 20:22:56	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000917	CUST_00479	AUSTIN DOWNTOWN	2023-11-12 20:18:35	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000918	CUST_00733	AUSTIN DOWNTOWN	2023-08-26 18:06:47	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000919	CUST_00889	TEMPLE HWY	2023-01-16 15:29:46	BILL_PAY	NSF	$34.00	0	NONE		V1_STRICT
TRX_000920	CUST_01545	KILLEEN MAIN	2023-07-10 09:55:51	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V1_STRICT
TRX_000921	CUST_00514	AUSTIN DOWNTOWN	2024-02-04 21:34:21	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000922	CUST_00560	KILLEEN MAIN	2024-01-17 07:52:09	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000923	CUST_01170	FORT HOOD GATE	2024-01-31 22:43:17	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000924	CUST_01143	FORT HOOD GATE	2023-03-30 18:44:18	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000925	CUST_01515	AUSTIN DOWNTOWN	2024-03-17 01:24:22	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000926	CUST_00343	KILLEEN MAIN	2024-01-12 05:21:41	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000927	CUST_00180	AUSTIN DOWNTOWN	2023-02-20 00:20:03	ATM_WITHDRAWAL	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000928	CUST_01938	TEMPLE HWY	2024-06-23 12:10:14	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000929	CUST_01184	FORT HOOD GATE	2024-02-01 19:12:37	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000930	CUST_00402	TEMPLE HWY	2024-02-21 18:57:19	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000931	CUST_00649	TEMPLE HWY	2023-06-20 06:16:31	ACH_DEBIT	NSF	$34.00	1	FRAUD_CLAIM	2023-06-23	V1_STRICT
TRX_000932	CUST_00121	FORT HOOD GATE	2024-03-02 14:35:48	ACH_DEBIT	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2024-03-08	V2_24H_CURE
TRX_000933	CUST_00630	FORT HOOD GATE	2023-11-03 17:32:04	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000934	CUST_01959	TEMPLE HWY	2023-04-21 17:02:03	BILL_PAY	NSF	$34.00	0	NONE		V1_STRICT
TRX_000935	CUST_01879	DALLAS NW	2023-11-04 07:35:55	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000936	CUST_01482	DALLAS NW	2024-05-14 22:56:48	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000937	CUST_01837	TEMPLE HWY	2023-05-30 13:33:19	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V1_STRICT
TRX_000938	CUST_01737	FORT HOOD GATE	2023-12-15 15:26:37	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000939	CUST_00682	KILLEEN MAIN	2023-01-30 13:38:52	ATM_WITHDRAWAL	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000940	CUST_00766	KILLEEN MAIN	2024-05-25 08:50:52	ATM_WITHDRAWAL	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2024-06-02	V2_24H_CURE
TRX_000941	CUST_01426	AUSTIN DOWNTOWN	2024-03-22 11:21:38	BILL_PAY	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000942	CUST_01442	KILLEEN MAIN	2023-12-16 19:12:01	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000943	CUST_00803	AUSTIN DOWNTOWN	2023-02-28 15:06:33	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000944	CUST_00977	DALLAS NW	2023-07-10 11:53:08	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V1_STRICT
TRX_000945	CUST_01842	DALLAS NW	2023-12-03 17:08:23	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000946	CUST_01474	DALLAS NW	2023-08-29 18:00:05	ACH_DEBIT	OVERDRAFT	$34.00	1	CUST_DISPUTE_24H_CURE	2023-09-04	V1_STRICT
TRX_000947	CUST_00013	AUSTIN DOWNTOWN	2024-04-19 00:57:03	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000948	CUST_00993	TEMPLE HWY	2023-07-28 12:53:00	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V1_STRICT
TRX_000949	CUST_01036	TEMPLE HWY	2023-07-25 12:07:06	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000950	CUST_00303	FORT HOOD GATE	2023-06-21 10:22:13	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000951	CUST_00498	TEMPLE HWY	2023-11-21 16:16:46	BILL_PAY	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000952	CUST_01091	KILLEEN MAIN	2023-07-07 14:18:14	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000953	CUST_00376	FORT HOOD GATE	2023-02-18 17:55:10	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000954	CUST_01770	KILLEEN MAIN	2024-04-20 04:04:10	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000955	CUST_01087	FORT HOOD GATE	2024-03-08 01:45:11	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000956	CUST_01488	AUSTIN DOWNTOWN	2023-06-09 00:55:39	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000957	CUST_01451	AUSTIN DOWNTOWN	2023-04-13 19:40:28	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000958	CUST_01252	AUSTIN DOWNTOWN	2024-04-18 13:53:58	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000959	CUST_01860	AUSTIN DOWNTOWN	2023-07-25 14:10:04	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000960	CUST_00643	TEMPLE HWY	2023-10-07 21:50:21	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000961	CUST_00234	FORT HOOD GATE	2023-05-11 18:34:00	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000962	CUST_00102	TEMPLE HWY	2023-07-28 20:57:58	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000963	CUST_00326	AUSTIN DOWNTOWN	2024-05-13 16:56:54	ACH_DEBIT	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2024-05-19	V2_24H_CURE
TRX_000964	CUST_00462	KILLEEN MAIN	2024-02-08 11:03:27	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000965	CUST_01140	FORT HOOD GATE	2023-01-04 00:13:29	ACH_DEBIT	OVERDRAFT	$34.00	1	GOODWILL_WAIVER	2023-01-08	V1_STRICT
TRX_000966	CUST_01238	AUSTIN DOWNTOWN	2023-04-22 00:40:10	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000967	CUST_00107	KILLEEN MAIN	2023-09-11 17:29:37	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000968	CUST_00608	AUSTIN DOWNTOWN	2024-02-09 02:41:48	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000969	CUST_00823	KILLEEN MAIN	2023-07-05 05:14:32	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000970	CUST_01890	KILLEEN MAIN	2023-12-15 22:09:10	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000971	CUST_01429	DALLAS NW	2023-03-30 09:32:39	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000972	CUST_01118	KILLEEN MAIN	2023-08-28 11:55:15	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000973	CUST_00360	AUSTIN DOWNTOWN	2023-10-08 07:29:35	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000974	CUST_01403	DALLAS NW	2024-03-29 20:59:16	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000975	CUST_00316	TEMPLE HWY	2023-09-22 03:22:15	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000976	CUST_00124	FORT HOOD GATE	2024-01-18 18:52:07	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000977	CUST_00629	KILLEEN MAIN	2023-07-08 22:22:25	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000978	CUST_01186	KILLEEN MAIN	2024-06-12 13:43:23	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000979	CUST_00586	TEMPLE HWY	2023-09-15 03:43:10	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000980	CUST_00458	TEMPLE HWY	2023-07-09 10:10:48	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V1_STRICT
TRX_000981	CUST_01536	DALLAS NW	2023-05-11 21:17:08	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000982	CUST_01497	FORT HOOD GATE	2023-03-13 13:51:21	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000983	CUST_01213	AUSTIN DOWNTOWN	2023-06-28 22:51:45	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000984	CUST_01776	DALLAS NW	2023-07-05 08:15:20	ATM_WITHDRAWAL	OVERDRAFT	$34.00	1	CUST_DISPUTE_24H_CURE	2023-07-13	V1_STRICT
TRX_000985	CUST_01329	KILLEEN MAIN	2023-10-30 02:32:30	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000986	CUST_00645	AUSTIN DOWNTOWN	2023-04-04 01:40:34	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000987	CUST_01688	TEMPLE HWY	2024-06-15 17:41:19	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000988	CUST_00460	FORT HOOD GATE	2023-03-31 18:36:12	POS_PURCHASE	NSF	$34.00	1	FRAUD_CLAIM	2023-04-06	V1_STRICT
TRX_000989	CUST_01202	FORT HOOD GATE	2024-01-30 18:47:53	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000990	CUST_01036	KILLEEN MAIN	2024-02-01 13:37:01	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000991	CUST_00564	FORT HOOD GATE	2023-01-01 00:51:53	ACH_DEBIT	OVERDRAFT	$34.00	1	GOODWILL_WAIVER	2023-01-08	V1_STRICT
TRX_000992	CUST_00470	TEMPLE HWY	2023-03-01 08:36:58	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000993	CUST_01018	KILLEEN MAIN	2023-09-27 10:49:32	BILL_PAY	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000994	CUST_01878	KILLEEN MAIN	2024-02-02 13:11:28	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000995	CUST_00141	FORT HOOD GATE	2023-02-15 10:30:53	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000996	CUST_01461	KILLEEN MAIN	2024-03-27 22:43:23	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000997	CUST_01147	KILLEEN MAIN	2023-09-05 10:33:33	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000998	CUST_01219	FORT HOOD GATE	2023-08-05 14:38:14	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000999	CUST_00901	FORT HOOD GATE	2024-04-28 13:29:01	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001000	CUST_01421	FORT HOOD GATE	2023-06-05 00:12:44	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_001001	CUST_01132	AUSTIN DOWNTOWN	2023-03-06 12:16:07	ATM_WITHDRAWAL	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_001002	CUST_00929	AUSTIN DOWNTOWN	2023-02-19 00:10:09	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_001003	CUST_00885	FORT HOOD GATE	2023-08-06 09:51:06	ATM_WITHDRAWAL	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_001004	CUST_00313	TEMPLE HWY	2023-12-21 18:18:56	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001005	CUST_01670	KILLEEN MAIN	2024-03-28 03:04:21	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001006	CUST_00261	TEMPLE HWY	2023-02-26 14:29:21	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_001007	CUST_00484	AUSTIN DOWNTOWN	2023-06-05 08:51:34	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_001008	CUST_01615	KILLEEN MAIN	2024-05-14 11:02:05	POS_PURCHASE	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2024-05-18	V2_24H_CURE
TRX_001009	CUST_01488	TEMPLE HWY	2023-03-02 19:09:37	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V1_STRICT
TRX_001010	CUST_01065	TEMPLE HWY	2024-01-29 19:14:24	POS_PURCHASE	NSF	$34.00	1	FRAUD_CLAIM	2024-02-02	V2_24H_CURE
TRX_001011	CUST_01354	FORT HOOD GATE	2024-02-25 04:25:59	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001012	CUST_01583	AUSTIN DOWNTOWN	2024-02-08 12:04:47	ACH_DEBIT	NSF	$34.00	1	GOODWILL_WAIVER	2024-02-10	V2_24H_CURE
TRX_001013	CUST_01720	FORT HOOD GATE	2023-05-05 08:27:27	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_001014	CUST_00319	FORT HOOD GATE	2023-03-31 05:03:48	ATM_WITHDRAWAL	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_001015	CUST_01926	DALLAS NW	2023-03-05 13:57:14	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_001016	CUST_00251	AUSTIN DOWNTOWN	2023-10-02 21:14:55	ATM_WITHDRAWAL	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_001017	CUST_01542	FORT HOOD GATE	2023-10-22 17:32:59	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001018	CUST_00458	TEMPLE HWY	2023-06-05 18:21:05	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_001019	CUST_01055	KILLEEN MAIN	2023-10-07 00:05:09	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_001020	CUST_01463	FORT HOOD GATE	2024-01-28 02:47:05	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_001021	CUST_00233	DALLAS NW	2023-04-01 16:31:32	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_001022	CUST_00121	DALLAS NW	2023-11-12 22:49:23	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_001023	CUST_01272	KILLEEN MAIN	2024-02-09 02:50:11	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001024	CUST_00201	FORT HOOD GATE	2023-03-28 16:01:29	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_001025	CUST_01252	AUSTIN DOWNTOWN	2023-11-08 19:19:47	BILL_PAY	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001026	CUST_01414	KILLEEN MAIN	2023-11-02 13:57:57	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001027	CUST_00692	TEMPLE HWY	2023-08-15 15:35:55	BILL_PAY	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_001028	CUST_01425	KILLEEN MAIN	2024-06-15 13:55:37	BILL_PAY	NSF	$34.00	1	FRAUD_CLAIM	2024-06-22	V2_24H_CURE
TRX_001029	CUST_01018	KILLEEN MAIN	2024-01-30 21:14:46	BILL_PAY	OVERDRAFT	$34.00	1	CUST_DISPUTE_24H_CURE	2024-02-09	V2_24H_CURE
TRX_001030	CUST_01910	TEMPLE HWY	2024-05-31 05:54:39	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001031	CUST_00979	AUSTIN DOWNTOWN	2024-04-23 07:15:07	ACH_DEBIT	OVERDRAFT	$34.00	1	GOODWILL_WAIVER	2024-04-27	V2_24H_CURE
TRX_001032	CUST_01334	KILLEEN MAIN	2024-04-17 23:20:16	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001033	CUST_01274	DALLAS NW	2023-02-01 23:53:42	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_001034	CUST_01967	KILLEEN MAIN	2023-05-31 21:32:53	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_001035	CUST_01108	KILLEEN MAIN	2023-06-14 14:22:39	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_001036	CUST_01185	AUSTIN DOWNTOWN	2023-09-20 07:29:58	ATM_WITHDRAWAL	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_001037	CUST_01653	KILLEEN MAIN	2024-04-06 16:59:24	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001038	CUST_01828	KILLEEN MAIN	2024-01-10 02:26:38	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_001039	CUST_00324	KILLEEN MAIN	2024-01-31 19:54:22	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001040	CUST_01406	DALLAS NW	2023-08-28 18:24:09	BILL_PAY	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2023-09-04	V1_STRICT
TRX_001041	CUST_00105	KILLEEN MAIN	2023-10-12 23:11:58	BILL_PAY	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001042	CUST_01811	KILLEEN MAIN	2023-04-02 17:04:51	POS_PURCHASE	NSF	$34.00	1	FRAUD_CLAIM	2023-04-03	V1_STRICT
TRX_001043	CUST_01028	AUSTIN DOWNTOWN	2024-06-07 13:19:21	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001044	CUST_01753	FORT HOOD GATE	2023-08-16 21:48:49	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_001045	CUST_00701	AUSTIN DOWNTOWN	2024-05-13 03:29:03	ATM_WITHDRAWAL	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_001046	CUST_00736	KILLEEN MAIN	2023-03-15 08:04:16	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_001047	CUST_01983	DALLAS NW	2023-07-16 15:09:12	POS_PURCHASE	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2023-07-19	V1_STRICT
TRX_001048	CUST_01880	AUSTIN DOWNTOWN	2023-10-15 04:10:30	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001049	CUST_01069	KILLEEN MAIN	2023-04-24 23:37:57	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_001050	CUST_01624	TEMPLE HWY	2024-04-12 03:07:58	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001051	CUST_01378	AUSTIN DOWNTOWN	2023-03-03 20:24:51	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V1_STRICT
TRX_001052	CUST_00996	FORT HOOD GATE	2023-10-13 04:37:41	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001053	CUST_01295	KILLEEN MAIN	2023-10-13 06:19:50	ACH_DEBIT	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2023-10-23	V2_24H_CURE
TRX_001054	CUST_00897	TEMPLE HWY	2023-03-17 00:11:08	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_001055	CUST_01046	KILLEEN MAIN	2023-09-01 04:32:56	BILL_PAY	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_001056	CUST_01357	FORT HOOD GATE	2024-01-17 20:31:52	BILL_PAY	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_001057	CUST_01830	FORT HOOD GATE	2024-03-22 02:19:52	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001058	CUST_01524	AUSTIN DOWNTOWN	2023-03-25 23:33:38	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_001059	CUST_00359	AUSTIN DOWNTOWN	2024-04-11 18:14:33	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001060	CUST_01618	FORT HOOD GATE	2023-11-02 17:36:59	ATM_WITHDRAWAL	OVERDRAFT	$34.00	1	CUST_DISPUTE_24H_CURE	2023-11-10	V2_24H_CURE
TRX_001061	CUST_00427	TEMPLE HWY	2024-04-14 15:54:45	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001062	CUST_01410	KILLEEN MAIN	2023-11-19 05:35:07	POS_PURCHASE	OVERDRAFT	$34.00	1	CUST_DISPUTE_24H_CURE	2023-11-28	V2_24H_CURE
TRX_001063	CUST_00131	FORT HOOD GATE	2024-01-27 18:37:53	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001064	CUST_00161	AUSTIN DOWNTOWN	2024-02-18 09:43:37	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001065	CUST_01180	DALLAS NW	2024-06-14 04:52:59	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001066	CUST_01278	KILLEEN MAIN	2024-06-17 15:27:11	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001067	CUST_01308	FORT HOOD GATE	2024-06-28 14:30:02	ACH_DEBIT	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2024-07-01	V2_24H_CURE
TRX_001068	CUST_00776	FORT HOOD GATE	2024-06-24 18:59:37	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001069	CUST_01981	AUSTIN DOWNTOWN	2023-01-23 17:05:07	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_001070	CUST_00338	FORT HOOD GATE	2024-05-23 19:48:00	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_001071	CUST_01542	KILLEEN MAIN	2023-03-03 01:28:14	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V1_STRICT
TRX_001072	CUST_00596	AUSTIN DOWNTOWN	2023-07-07 20:50:06	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_001073	CUST_00917	AUSTIN DOWNTOWN	2024-06-17 00:50:34	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001074	CUST_01955	KILLEEN MAIN	2024-01-26 00:00:30	BILL_PAY	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001075	CUST_01429	DALLAS NW	2024-04-18 22:51:41	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_001076	CUST_00842	TEMPLE HWY	2024-05-24 05:58:51	BILL_PAY	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_001077	CUST_01393	TEMPLE HWY	2024-05-02 08:09:33	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001078	CUST_00963	FORT HOOD GATE	2024-05-03 22:12:16	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001079	CUST_01881	FORT HOOD GATE	2023-04-26 14:50:49	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_001080	CUST_00843	FORT HOOD GATE	2023-09-11 00:12:38	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_001081	CUST_00700	KILLEEN MAIN	2024-06-29 11:10:58	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001082	CUST_00739	AUSTIN DOWNTOWN	2024-05-04 04:20:35	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_001083	CUST_00252	FORT HOOD GATE	2024-02-11 18:35:34	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_001084	CUST_00940	DALLAS NW	2023-08-22 21:05:45	ACH_DEBIT	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2023-09-01	V1_STRICT
TRX_001085	CUST_01015	DALLAS NW	2024-03-08 04:32:00	BILL_PAY	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_001086	CUST_00525	KILLEEN MAIN	2023-03-23 02:00:40	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
